probe_index	participant_id	ses	nBack	stimStart	stimEnd	Deliberate	Detailed	Emotion	Evolving	Focus	Future	Habit	Images	Other	Past	Self	Vivid	Words
5	sub-ADIE020	3mf	1	466.226241	513.700044	2	3	3	1	3	2	2	1	3	1	2	1	4
0	sub-ADIE020	baseline	1	8.657075	72.892539	4	3	3	1	4	1	1	3	1	1	1	1	3
1	sub-ADIE020	baseline	1	81.355507	127.91651399999999	3	4	3	1	4	1	1	3	1	1	1	1	3
2	sub-ADIE020	baseline	1	202.904999	241.889494	4	4	3	1	4	1	1	3	1	1	1	1	3
3	sub-ADIE020	baseline	0	269.344922	315.611864	3	3	3	1	4	1	1	3	1	1	1	1	3
4	sub-ADIE020	baseline	0	379.554598	416.33941899999996	3	3	3	1	4	1	1	3	1	1	1	1	3
5	sub-ADIE020	baseline	0	433.37918	481.75885	3	3	2	1	3	1	1	3	1	1	1	1	3
0	sub-ADIE023	baseline	1	15.664809	97.459918	1	3	2	3	2	3	3	2	2	3	3	3	2
1	sub-ADIE023	baseline	1	127.07796	193.62734700000001	1	1	2	3	3	3	3	2	2	1	3	2	2
2	sub-ADIE023	baseline	1	206.963696	269.453378	2	2	2	3	4	3	2	1	2	3	3	2	2
3	sub-ADIE023	baseline	1	299.122699	350.952592	1	3	3	3	2	3	3	3	2	2	3	2	3
4	sub-ADIE023	baseline	0	485.762241	546.021248	3	3	3	2	4	3	3	1	2	2	3	2	2
5	sub-ADIE023	baseline	0	571.346564	630.4882	2	2	3	3	3	3	3	2	2	3	3	2	2
0	sub-ADIE027	baseline	0	17.199681	71.69859600000001	2	3	4	3	3	4	3	1	3	2	2	1	3
1	sub-ADIE027	baseline	0	84.157254	130.50188899999998	3	3	3	3	4	3	3	1	3	2	2	1	3
2	sub-ADIE027	baseline	1	235.974765	273.057284	3	3	3	3	4	3	3	2	3	2	2	2	3
3	sub-ADIE027	baseline	1	305.727546	333.785909	3	3	3	3	4	3	3	2	3	2	2	2	3
4	sub-ADIE027	baseline	1	362.561444	397.70626999999996	3	3	3	3	3	3	3	2	2	3	2	2	3
5	sub-ADIE027	baseline	1	441.941912	469.439179	3	3	3	3	3	3	3	2	3	3	2	2	3
0	sub-ADIE029	baseline	0	28.687877	121.996006	3	3	3	3	3	4	3	4	4	3	2	3	3
1	sub-ADIE029	baseline	0	154.493825	204.702426	4	3	4	3	3	4	4	4	1	2	2	3	3
2	sub-ADIE029	baseline	0	240.785699	287.803686	4	3	2	3	3	4	4	3	2	1	3	3	3
3	sub-ADIE029	baseline	1	323.310237	357.444427	4	4	4	2	4	4	4	4	1	3	2	4	2
4	sub-ADIE029	baseline	1	421.70072	459.291723	3	4	3	3	3	4	4	4	1	4	2	4	4
5	sub-ADIE029	baseline	1	491.362502	533.455235	3	4	3	3	4	4	4	4	1	3	2	4	4
0	sub-ADIE034	baseline	0	93.514532	150.86699900000002	2	2	3	2	3	2	1	2	4	1	1	1	2
1	sub-ADIE034	baseline	0	166.549979	205.437899	2	1	2	1	2	1	1	1	1	1	1	1	1
2	sub-ADIE034	baseline	1	233.498928	273.466755	3	3	3	1	4	2	2	3	1	1	2	3	1
3	sub-ADIE034	baseline	1	295.092015	347.302142	2	3	2	3	2	2	3	2	3	3	2	1	2
4	sub-ADIE034	baseline	1	362.816804	416.59551700000003	2	2	2	2	3	1	4	1	1	2	4	4	1
5	sub-ADIE034	baseline	1	480.610653	518.091674	3	2	2	3	3	2	3	1	1	2	4	4	3
0	sub-ADIE038	3mf	1	17.292829	73.573823	1	4	4	4	4	1	1	1	1	1	1	1	1
1	sub-ADIE038	3mf	0	201.569937	232.697159	1	4	4	1	4	1	1	1	4	4	1	4	1
2	sub-ADIE038	3mf	0	279.903217	317.552915	1	4	4	1	4	1	1	1	1	1	1	1	1
3	sub-ADIE038	3mf	0	346.565668	383.845054	1	1	4	1	4	1	1	1	1	1	1	1	1
4	sub-ADIE038	3mf	0	400.052329	416.944638	4	1	1	4	4	1	1	4	1	1	4	4	4
5	sub-ADIE038	3mf	0	425.813071	458.80582499999997	4	1	4	1	1	1	1	1	1	1	1	1	1
0	sub-ADIE038	baseline	0	36.268871	95.94337999999999	1	1	3	1	1	1	1	1	1	1	1	1	1
1	sub-ADIE038	baseline	0	155.854152	205.637679	1	1	4	1	4	1	1	1	1	1	1	1	1
2	sub-ADIE038	baseline	1	255.052163	303.45588100000003	3	3	4	1	4	1	1	4	1	1	1	1	1
3	sub-ADIE038	baseline	1	341.064022	379.494441	1	1	4	1	4	1	1	1	1	1	1	1	1
4	sub-ADIE038	baseline	1	395.396033	434.269005	1	1	4	1	4	1	1	1	1	1	1	1	1
5	sub-ADIE038	baseline	1	446.524673	475.06410300000005	1	1	4	1	4	1	1	1	1	1	1	1	1
0	sub-ADIE053	baseline	1	52.156669	98.482732	3	4	3	1	3	3	4	1	2	2	3	2	3
1	sub-ADIE053	baseline	1	107.889622	147.20258900000002	1	2	3	4	3	1	2	1	1	1	2	2	4
2	sub-ADIE053	baseline	1	188.500374	224.662101	1	4	2	4	2	2	3	1	1	1	1	2	4
3	sub-ADIE053	baseline	0	271.192643	304.501394	3	1	3	1	2	2	4	2	4	1	1	2	3
4	sub-ADIE053	baseline	0	368.002342	403.390885	1	2	4	3	2	1	4	4	3	3	2	4	1
5	sub-ADIE053	baseline	0	419.784118	453.742061	1	4	2	1	1	1	2	3	2	3	1	3	2
0	sub-ADIE073	3mf	0	9.871546	51.572943	4	3	2	1	4	3	1	4	2	1	4	3	2
1	sub-ADIE073	3mf	0	106.147645	139.09989199999998	3	1	1	2	4	3	2	2	2	1	4	3	1
2	sub-ADIE073	3mf	0	154.744181	189.25092899999999	3	3	2	2	3	4	2	3	2	1	4	3	1
3	sub-ADIE073	3mf	0	216.676198	248.148856	4	2	2	2	4	3	2	4	2	1	4	4	1
4	sub-ADIE073	3mf	1	364.048326	389.986527	4	4	2	3	4	4	2	3	1	1	4	3	2
5	sub-ADIE073	3mf	1	406.564288	441.59135999999995	3	3	2	3	3	4	2	3	2	1	3	3	2
0	sub-ADIE073	baseline	0	81.335969	152.408259	2	2	2	2	3	3	3	3	3	3	3	4	2
1	sub-ADIE073	baseline	1	190.42515	233.67976499999997	3	4	2	4	4	3	3	4	1	3	4	3	3
2	sub-ADIE073	baseline	1	269.399422	311.400854	4	3	2	3	3	4	3	2	1	3	4	4	3
3	sub-ADIE073	baseline	1	346.454708	403.086044	2	4	2	3	3	4	3	3	1	3	4	4	2
4	sub-ADIE073	baseline	1	419.026964	455.446056	3	2	2	3	4	3	2	3	1	3	4	3	3
5	sub-ADIE073	baseline	1	482.573284	522.067906	3	2	2	4	4	3	3	3	1	2	4	3	2
0	sub-ADIE108	baseline	0	16.386535	121.163979	4	3	3	3	3	3	3	3	3	3	2	3	1
1	sub-ADIE108	baseline	0	189.756839	253.21287999999998	3	2	2	3	3	3	4	2	4	3	4	3	1
2	sub-ADIE108	baseline	1	302.022767	374.122535	3	2	2	2	3	1	3	3	4	3	3	1	1
3	sub-ADIE108	baseline	1	403.912276	468.49189399999995	4	3	3	2	4	1	3	3	2	1	1	1	3
4	sub-ADIE108	baseline	1	484.144582	539.762753	4	4	3	2	4	1	2	3	1	1	1	3	2
5	sub-ADIE108	baseline	1	606.935607	657.670835	1	1	3	3	3	1	1	3	2	2	1	2	1
0	sub-ADIE111	3mf	1	50.526634	88.057724	1	2	2	2	3	1	3	1	1	3	4	1	4
1	sub-ADIE111	3mf	1	145.655103	181.939232	1	3	1	1	3	1	1	3	2	4	4	1	2
2	sub-ADIE111	3mf	0	209.936821	238.519372	1	2	2	2	3	1	2	3	1	2	4	3	2
3	sub-ADIE111	3mf	0	254.646761	282.904181	2	2	2	1	3	1	3	3	1	2	4	3	3
4	sub-ADIE111	3mf	0	295.821719	334.474902	1	2	2	1	2	1	1	3	1	4	4	1	1
5	sub-ADIE111	3mf	0	405.410254	434.69942999999995	1	2	2	2	2	1	2	2	1	2	4	2	3
0	sub-ADIE111	baseline	1	62.668656	107.244158	3	2	2	4	2	1	1	1	1	1	4	3	4
1	sub-ADIE111	baseline	1	157.787889	193.519059	1	2	1	1	2	1	1	1	4	1	2	3	2
2	sub-ADIE111	baseline	0	216.260802	298.858236	2	4	1	1	2	2	3	2	3	3	4	3	2
3	sub-ADIE111	baseline	0	315.326155	357.398974	1	4	2	1	3	3	4	1	3	3	4	3	3
4	sub-ADIE111	baseline	0	398.206674	434.71609	1	2	2	3	2	2	2	1	1	2	4	4	3
5	sub-ADIE111	baseline	0	466.467216	500.96158099999997	1	2	2	1	3	1	2	1	3	3	4	4	2
0	sub-ADIE194	3mf	0	13.057108	72.16131200000001	3	1	3	1	4	1	1	1	1	1	3	1	1
1	sub-ADIE194	3mf	0	111.818088	163.568347	3	1	2	1	4	1	1	1	1	1	2	1	3
2	sub-ADIE194	3mf	0	172.305534	206.69709799999998	3	1	2	1	3	2	1	1	1	1	1	1	1
3	sub-ADIE194	3mf	1	348.484104	392.132527	4	3	2	3	2	4	4	3	4	3	3	3	3
4	sub-ADIE194	3mf	1	405.297481	448.85022399999997	2	2	2	2	3	1	2	2	2	2	2	2	2
5	sub-ADIE194	3mf	1	479.758894	520.958115	2	3	2	2	2	3	3	3	4	3	4	2	3
0	sub-ADIE194	baseline	1	15.737945	80.676647	4	1	2	1	4	1	1	1	1	1	4	1	1
1	sub-ADIE194	baseline	0	221.457509	282.602467	3	2	3	1	2	2	1	1	2	1	1	1	1
2	sub-ADIE194	baseline	0	320.259413	363.180177	4	1	3	1	4	1	1	2	1	1	1	1	1
3	sub-ADIE194	baseline	0	371.996111	411.05240299999997	4	1	3	1	4	1	1	1	1	1	1	1	1
4	sub-ADIE194	baseline	0	443.883199	488.21804299999997	2	1	3	1	3	3	2	3	3	1	2	1	2
5	sub-ADIE194	baseline	0	500.36909	544.104912	1	1	3	1	3	1	1	3	1	3	3	1	1
0	sub-ADIE217	baseline	0	16.605946	104.94224899999999	1	3	2	2	3	3	1	1	2	3	3	3	3
1	sub-ADIE217	baseline	0	126.779607	189.89655	1	2	2	1	3	2	3	1	3	2	2	3	3
2	sub-ADIE217	baseline	0	206.334455	277.701073	1	1	3	1	3	2	3	1	2	3	2	2	3
3	sub-ADIE217	baseline	0	293.250201	343.17164199999996	1	1	3	1	2	1	3	1	1	1	1	2	3
4	sub-ADIE217	baseline	1	431.297206	505.838524	3	3	3	2	3	3	1	1	1	2	2	3	4
5	sub-ADIE217	baseline	1	518.321378	561.785209	3	3	3	2	3	1	4	1	1	2	2	3	4
0	sub-ADIE229	baseline	1	8.592717	91.12880200000001	3	1	4	1	3	1	4	1	1	1	4	1	4
1	sub-ADIE229	baseline	1	107.171522	169.854145	3	1	3	1	1	1	1	1	1	1	4	1	4
2	sub-ADIE229	baseline	1	209.081331	254.754902	1	1	1	1	1	1	1	1	1	1	1	1	1
3	sub-ADIE229	baseline	0	316.730003	367.13685200000003	3	2	2	1	2	1	1	1	1	1	1	1	3
4	sub-ADIE229	baseline	0	461.115523	513.41642	4	3	4	1	4	1	1	3	1	1	1	1	1
5	sub-ADIE229	baseline	0	529.884282	573.287346	3	1	3	1	1	1	1	1	1	1	1	1	1
0	sub-CONADIE001	baseline	0	12.566759	74.8622	4	1	3	1	4	1	1	1	1	1	1	1	1
1	sub-CONADIE001	baseline	0	140.736026	174.04348099999999	4	2	4	1	4	1	1	1	2	1	1	1	1
2	sub-CONADIE001	baseline	1	220.719501	249.622214	4	4	4	1	4	1	1	2	1	1	1	1	1
3	sub-CONADIE001	baseline	1	279.868424	316.89414600000003	4	3	1	1	4	1	2	1	1	1	1	1	4
4	sub-CONADIE001	baseline	1	325.404986	354.50838400000004	4	3	3	1	4	1	3	1	1	2	1	1	4
5	sub-CONADIE001	baseline	1	409.858236	441.62980000000005	4	4	3	1	4	1	2	2	1	1	1	1	4
0	sub-CONADIE002	baseline	0	28.11373	88.611196	4	4	4	1	4	1	1	3	1	1	4	3	1
1	sub-CONADIE002	baseline	0	100.728122	140.003543	3	3	4	2	4	1	3	3	1	1	3	3	1
2	sub-CONADIE002	baseline	0	183.165145	229.477257	3	3	4	3	4	3	3	3	1	1	3	3	2
3	sub-CONADIE002	baseline	1	279.891697	322.287061	3	3	4	2	4	3	4	4	1	2	3	3	1
4	sub-CONADIE002	baseline	1	339.088264	377.06610600000005	3	3	4	2	4	2	3	3	1	2	4	2	2
5	sub-CONADIE002	baseline	1	458.540186	502.95335400000005	4	3	4	1	4	4	2	1	1	2	3	3	3
0	sub-CONADIE003	baseline	1	49.572355	109.817514	1	1	4	1	4	1	2	4	1	1	1	1	4
1	sub-CONADIE003	baseline	1	154.890492	203.89468499999998	1	1	4	1	4	1	3	3	1	1	1	4	3
2	sub-CONADIE003	baseline	1	216.192953	262.44273799999996	1	1	4	1	4	1	3	3	1	1	1	4	2
3	sub-CONADIE003	baseline	0	292.004901	320.89071	1	1	4	1	3	1	1	4	1	1	1	4	2
4	sub-CONADIE003	baseline	0	369.500329	400.255922	1	1	4	1	4	1	4	4	1	1	1	4	2
5	sub-CONADIE003	baseline	0	412.654988	442.89099	1	1	4	1	4	1	2	4	1	1	1	4	1
0	sub-CONADIE004	baseline	0	9.550142	102.391266	1	4	3	2	4	1	4	2	2	1	1	1	2
1	sub-CONADIE004	baseline	0	158.047176	209.296382	4	3	2	1	3	3	2	2	3	3	3	3	4
2	sub-CONADIE004	baseline	0	224.437903	264.675072	4	1	4	1	4	1	4	2	1	1	1	1	4
3	sub-CONADIE004	baseline	0	274.142554	313.198922	4	3	4	3	4	1	4	2	1	1	4	1	3
4	sub-CONADIE004	baseline	1	386.337713	429.528248	3	4	3	3	4	2	4	2	2	1	2	3	3
5	sub-CONADIE004	baseline	1	446.21242	495.700355	2	2	2	2	4	1	3	3	3	3	3	3	2
0	sub-CONADIE005	baseline	1	22.649619	78.323787	2	1	2	2	4	1	1	3	1	1	1	1	2
1	sub-CONADIE005	baseline	1	114.177053	161.71028	4	1	2	4	4	1	2	3	1	2	1	2	3
2	sub-CONADIE005	baseline	1	170.570891	202.51021599999999	3	2	2	3	4	1	2	3	1	1	1	2	2
3	sub-CONADIE005	baseline	0	253.907855	282.509923	3	2	2	3	3	1	1	3	1	1	1	2	2
4	sub-CONADIE005	baseline	0	352.707955	393.151884	2	2	2	2	3	2	2	2	2	2	3	1	2
5	sub-CONADIE005	baseline	0	423.064393	454.55348	1	1	2	1	3	2	2	2	1	1	3	1	3
0	sub-CONADIE007	baseline	0	32.907932	158.17396	2	1	2	1	3	1	1	1	1	1	1	1	3
1	sub-CONADIE007	baseline	0	227.350685	327.49562399999996	2	3	2	2	3	1	2	2	1	3	3	1	1
2	sub-CONADIE007	baseline	1	352.90534	399.405255	2	2	2	2	4	2	2	2	2	2	2	1	2
3	sub-CONADIE007	baseline	1	416.479632	560.8212120000001	3	3	2	2	1	1	2	2	1	3	2	2	2
4	sub-CONADIE007	baseline	1	610.067134	694.1140379999999	1	3	2	2	4	2	2	2	1	3	2	2	4
5	sub-CONADIE007	baseline	1	705.377214	754.830084	2	3	2	2	4	1	1	1	1	3	1	3	3
0	sub-CONADIE008	baseline	1	12.133536	86.423342	3	3	3	3	4	3	2	4	1	1	3	3	2
1	sub-CONADIE008	baseline	1	169.480307	224.45278	4	4	2	1	3	2	3	3	1	3	1	3	4
2	sub-CONADIE008	baseline	0	276.239286	324.785789	3	3	2	2	3	3	3	3	1	2	2	2	3
3	sub-CONADIE008	baseline	0	367.424298	426.836381	2	2	3	2	2	2	2	3	3	2	2	2	3
4	sub-CONADIE008	baseline	0	442.619401	487.952676	3	2	3	1	3	2	3	3	1	2	1	2	2
5	sub-CONADIE008	baseline	0	519.782427	567.8857370000001	3	3	2	2	3	2	3	2	1	2	1	2	4
0	sub-CONADIE009	baseline	0	28.749803	94.78602099999999	4	1	3	1	4	1	1	3	1	1	1	2	1
1	sub-CONADIE009	baseline	0	129.288883	178.63922	4	2	3	1	4	1	3	2	1	1	1	4	3
2	sub-CONADIE009	baseline	1	252.927986	297.403705	4	3	4	2	4	4	3	2	1	1	1	3	3
3	sub-CONADIE009	baseline	1	313.553783	351.849365	3	3	3	2	4	4	3	2	1	2	3	2	3
4	sub-CONADIE009	baseline	1	421.910298	459.671478	3	3	3	1	4	3	4	3	1	3	1	2	4
5	sub-CONADIE009	baseline	1	474.906654	512.298157	3	3	3	1	4	3	3	2	1	3	1	1	3
0	sub-CONADIE010	baseline	1	16.142442	69.566733	2	3	4	1	4	2	2	2	3	1	1	2	2
1	sub-CONADIE010	baseline	1	85.616377	133.45274	1	2	4	2	4	3	1	1	1	1	2	2	1
2	sub-CONADIE010	baseline	1	160.694942	203.360629	1	1	4	1	4	1	1	4	1	1	4	1	1
3	sub-CONADIE010	baseline	1	212.421726	244.994989	3	1	4	1	3	1	2	3	1	1	3	3	1
4	sub-CONADIE010	baseline	0	354.706682	386.778988	4	3	3	2	4	1	3	4	1	1	1	1	1
5	sub-CONADIE010	baseline	0	425.514764	456.853756	4	2	3	3	3	1	3	4	2	1	3	2	1
0	sub-CONADIE011	baseline	0	16.008852	75.137709	1	2	3	2	2	3	2	3	3	3	1	3	1
1	sub-CONADIE011	baseline	0	116.208054	158.939821	1	1	3	3	4	1	4	2	2	4	4	2	1
2	sub-CONADIE011	baseline	0	186.68307	233.65175	1	2	2	1	4	4	4	4	3	2	4	3	4
3	sub-CONADIE011	baseline	1	310.870472	344.575644	4	2	3	2	4	2	4	4	3	3	3	3	1
4	sub-CONADIE011	baseline	1	359.977966	399.971809	4	4	2	1	4	1	4	1	1	1	1	1	3
5	sub-CONADIE011	baseline	1	447.783725	485.008324	4	2	3	1	4	4	2	2	2	1	4	4	2
0	sub-CONADIE012	baseline	1	46.970164	112.91927000000001	1	3	4	1	3	3	3	3	1	2	2	3	1
1	sub-CONADIE012	baseline	1	155.707835	202.210316	3	3	4	3	4	1	2	1	2	1	1	3	4
2	sub-CONADIE012	baseline	0	262.134322	299.73868000000004	1	2	4	1	4	1	2	4	1	1	1	4	2
3	sub-CONADIE012	baseline	0	315.145747	348.479311	1	1	4	1	4	1	2	4	1	1	1	4	1
4	sub-CONADIE012	baseline	0	364.067186	399.871533	1	1	4	1	3	1	1	3	1	1	1	4	1
5	sub-CONADIE012	baseline	0	408.131194	448.361379	1	2	4	2	3	1	1	4	1	1	1	4	1
0	sub-CONADIE013	baseline	0	76.71079	149.193892	1	2	3	3	4	2	3	3	3	2	2	1	2
1	sub-CONADIE013	baseline	0	182.295799	243.80515400000002	1	2	3	2	4	2	2	2	2	2	2	2	2
2	sub-CONADIE013	baseline	1	267.085953	316.566273	1	1	4	2	4	1	3	3	1	2	1	4	1
3	sub-CONADIE013	baseline	1	356.33843	410.72553999999997	1	1	4	2	1	3	3	2	1	1	2	2	2
4	sub-CONADIE013	baseline	1	427.048153	477.281048	1	1	4	2	4	3	3	3	1	1	1	3	1
5	sub-CONADIE013	baseline	1	494.264762	538.431405	1	1	4	3	4	3	3	1	1	1	1	1	1
0	sub-CONADIE014	baseline	0	62.600085	138.657111	1	1	4	1	4	1	1	1	1	1	1	1	1
1	sub-CONADIE014	baseline	0	147.317909	197.756194	1	4	4	1	4	1	1	4	1	1	1	1	1
2	sub-CONADIE014	baseline	1	309.371222	360.122739	1	4	4	4	4	1	1	4	1	1	1	4	1
3	sub-CONADIE014	baseline	1	372.523654	417.719444	1	4	4	2	4	2	4	4	1	1	1	1	3
4	sub-CONADIE014	baseline	1	451.217558	493.79864999999995	1	4	4	3	4	1	4	4	1	1	1	4	4
5	sub-CONADIE014	baseline	1	505.35152	547.7596480000001	1	4	4	1	4	1	1	4	1	1	1	1	4
0	sub-CONADIE015	baseline	1	16.795406	60.326481	4	2	3	1	4	1	1	2	1	1	2	3	4
1	sub-CONADIE015	baseline	0	185.750932	229.78391399999998	3	2	2	2	3	1	1	2	1	1	2	1	2
2	sub-CONADIE015	baseline	0	245.216843	277.873606	2	2	3	2	1	1	1	2	1	1	2	2	1
3	sub-CONADIE015	baseline	0	305.466726	337.12262599999997	1	1	3	1	3	2	1	2	3	2	2	1	2
4	sub-CONADIE015	baseline	0	353.306221	380.058133	2	2	2	1	3	1	1	3	1	1	1	1	1
5	sub-CONADIE015	baseline	0	410.919801	434.286541	2	2	3	2	3	1	1	2	1	1	2	2	2
0	sub-CONADIE016	baseline	0	12.126615	55.99109	4	3	3	3	4	2	1	3	1	1	1	4	1
1	sub-CONADIE016	baseline	0	71.93108	108.10072100000001	4	3	3	2	4	2	2	3	1	2	1	3	1
2	sub-CONADIE016	baseline	0	132.260243	164.897659	4	4	4	3	4	3	2	3	1	2	1	4	2
3	sub-CONADIE016	baseline	1	291.890511	326.614787	4	3	3	3	3	2	2	2	1	1	1	3	3
4	sub-CONADIE016	baseline	1	338.91449	365.19669500000003	4	4	3	3	4	2	2	2	1	2	1	4	4
5	sub-CONADIE016	baseline	1	393.179092	420.925637	4	4	4	3	4	3	2	2	1	2	1	4	4
0	sub-CONADIE017	baseline	1	35.557316	142.340941	1	2	3	1	3	2	2	1	1	1	2	2	1
1	sub-CONADIE017	baseline	1	158.981062	192.49870800000002	1	1	1	1	3	1	1	1	1	1	1	1	1
2	sub-CONADIE017	baseline	1	217.526595	254.283974	2	1	2	1	4	1	1	1	1	1	1	1	1
3	sub-CONADIE017	baseline	1	291.067616	342.057146	3	1	3	1	4	1	1	1	1	1	1	1	3
4	sub-CONADIE017	baseline	0	418.659202	451.73184499999996	1	1	1	1	2	1	1	1	1	1	1	1	1
5	sub-CONADIE017	baseline	0	498.443056	528.012125	2	1	2	1	2	1	1	1	1	1	1	1	1
0	sub-CONADIE019	baseline	0	20.474785	83.15734800000001	3	4	3	3	3	1	1	4	1	1	1	3	2
1	sub-CONADIE019	baseline	0	124.16202	165.742571	4	4	3	1	4	1	1	4	1	1	1	1	1
2	sub-CONADIE019	baseline	1	246.014559	288.39371	4	4	3	1	4	4	1	4	1	1	1	4	1
3	sub-CONADIE019	baseline	1	343.108503	377.266957	4	4	3	1	4	4	1	4	1	1	1	4	1
4	sub-CONADIE019	baseline	1	386.427585	418.166749	4	4	3	1	4	4	1	4	1	1	1	4	1
5	sub-CONADIE019	baseline	1	430.567586	460.16864	4	4	3	1	4	4	1	4	1	1	1	4	1
0	sub-CONADIE020	baseline	1	41.624643	99.01951	2	3	2	4	3	2	4	2	3	2	1	2	4
1	sub-CONADIE020	baseline	1	169.15877	227.743099	1	1	1	1	4	1	1	2	1	1	1	1	1
2	sub-CONADIE020	baseline	0	273.301327	314.16324199999997	4	4	2	3	4	1	1	1	1	1	4	3	3
3	sub-CONADIE020	baseline	0	323.125086	362.669854	1	3	2	2	1	1	4	1	1	1	2	3	3
4	sub-CONADIE020	baseline	0	420.941307	459.082747	1	3	3	4	2	2	2	3	3	3	4	3	3
5	sub-CONADIE020	baseline	0	476.266179	512.476779	1	2	2	3	3	3	4	3	2	1	3	3	1
0	sub-CONADIE021	baseline	0	32.31637	182.688598	4	4	3	4	4	1	2	2	1	1	1	3	3
1	sub-CONADIE021	baseline	0	217.774051	278.551384	4	4	4	4	4	1	2	2	1	2	1	3	4
2	sub-CONADIE021	baseline	1	340.407998	373.513076	4	4	4	4	4	1	1	2	1	1	1	3	4
3	sub-CONADIE021	baseline	1	401.424673	434.998103	4	4	4	4	4	1	2	2	1	2	1	3	4
4	sub-CONADIE021	baseline	1	467.178775	501.50328900000005	4	4	4	4	4	2	3	2	1	3	1	3	4
5	sub-CONADIE021	baseline	1	544.027775	573.3457169999999	4	4	4	3	4	2	3	2	1	3	1	3	4
0	sub-CONADIE022	baseline	0	23.694861	72.99783599999999	4	4	3	4	4	1	3	2	1	4	4	2	4
